lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,P19-1164,Academic paper,How many references are cited in the paper?,"[5234, 5819, 5578, 15825, 11910, 4701, 4429, 16025, 5371, 5707]","[5235, 5236, 5237]",Not Found,0.0
0.5,W18-5713,Academic paper,What is the reported issue with sequence generation models in dialogue tasks?,"[15775, 15777, 15771, 15773, 15772, 15779, 15827, 15796, 15787, 15826]",[15775],1,1.0
0.5,W18-5713,Academic paper,Is the Seq2Seq model shown to produce longer or shorter sentences when compared to human responses?,"[15797, 5134, 15787, 15799, 15782, 15795, 15793, 15806, 15805, 15785]",[15777],Not Found,0.0
0.5,W18-5713,Academic paper,How many total evaluations were collected for the comparison between RetrieveNRefine++ (retrieved) vs. Seq2Seq?,"[15804, 15803, 15799, 15794, 15793, 15784, 15787, 15796, 15785, 15817]",[15804],1,1.0
0.5,W18-5713,Academic paper,Which method scored the highest in the Engagingness metric?,"[15803, 15802, 19925, 15804, 15801, 20096, 20063, 19953, 20100, 20099]",[15803],1,1.0
0.5,W18-5713,Academic paper,How much did the Engagingness score improve when comparing Seq2Seq (PPL) to RetrieveNRefine++?,"[15803, 15804, 15802, 15784, 15797, 15785, 15805, 15794, 15799, 15787]",[15803],1,1.0
0.5,W18-5713,Academic paper,Which method produces the longest sentences in terms of word count?,"[4409, 4428, 15797, 4392, 15822, 4766, 4389, 4282, 4311, 4241]",[15805],Not Found,0.0
0.5,W18-5713,Academic paper,Which model pair had the highest win rate according to Table 5?,"[4378, 4390, 11984, 4520, 5699, 5327, 4403, 15810, 10249, 5271]",[15804],Not Found,0.0
0.5,W18-5713,Academic paper,What is the first sentence on page 5?,"[16657, 4097, 14950, 14877, 14895, 5184, 4140, 19005, 15309, 104]",[15817],Not Found,0.0
0.5,P19-1416,Academic paper,What was the F1 score achieved by single-paragraph BERT in the open-domain setting?,"[5365, 5334, 5327, 5366, 5363, 5358, 5311, 10255, 5342, 5333]","[5314, 5334]",2,0.5
0.5,P19-1416,Academic paper,What F1 score did the single-paragraph BERT model achieve in the distractor setting on HOTPOTQA?,"[5332, 5356, 5308, 5327, 5329, 5302, 5334, 5367, 5373, 5358]",[5332],1,1.0
0.5,P19-1416,Academic paper,Which model has the highest Distractor F1 score according to Table 1?,"[5327, 5365, 5358, 4506, 5359, 5345, 5332, 5216, 4698, 5334]","[5310, 5327]",1,0.5
0.5,P19-1416,Academic paper,What is the F1 score of the single-paragraph BERT model in the setting with 500 open-domain paragraphs?,"[5334, 5366, 5329, 5332, 5358, 5327, 5365, 5367, 5321, 5360]",[5365],7,1.0
0.5,P19-1416,Academic paper,By how much does the F1 score improve when the gold paragraph is added to the open-domain setting with 500 paragraphs?,"[5365, 5339, 5363, 5359, 5366, 5332, 5308, 5378, 5382, 5338]",[5365],1,1.0
0.5,P19-1416,Academic paper,"According to Figure 2, how does the model decide which answer to select?","[5321, 5390, 5329, 5402, 10260, 10421, 10168, 11114, 10416, 5327]",[5315],Not Found,0.0
0.5,P19-1459,Academic paper,Did BERT's best performance on the Argument Reasoning Comprehension Task surpass the average untrained human baseline?,"[5418, 5471, 5427, 5428, 5541, 5462, 10151, 15746, 5556, 10409]","[5432, 5443]",Not Found,0.0
0.5,P19-1459,Academic paper,Why are the results of BERT with a mean of 71.6% not considered meaningful?,"[5443, 5457, 15786, 8382, 15810, 5458, 11897, 5684, 20154, 15794]","[5432, 5443]",1,0.5
0.5,P19-1459,Academic paper,What is the test set accuracy of BERT (Large) as reported in the best run according to Table 1?,"[5427, 15696, 5428, 4681, 5556, 15683, 5000, 4388, 5687, 5429]",[5428],3,1.0
0.5,P19-1459,Academic paper,What function is used to determine a probability distribution over the two warrants in the proposed architecture?,"[5437, 4264, 5735, 4462, 4944, 4958, 4466, 4461, 5439, 5434]",[5437],1,1.0
0.5,P19-1033,Academic paper,Which method is used to learn short-term user representations?,"[4841, 4845, 4843, 4786, 4872, 4792, 4831, 4811, 4849, 4847]",[4786],4,1.0
0.5,P19-1033,Academic paper,How does the performance of LSTUR-con measured by AUC compare to LSTUR-ini as the mask probability p increases?,"[4841, 4845, 4855, 4844, 4806, 4840, 4865, 4819, 4854, 4864]","[4865, 4854]",7,1.0
0.5,P19-1033,Academic paper,What is the total number of users included in the dataset?,"[4832, 17684, 17682, 21646, 7578, 1618, 18546, 7603, 17657, 4825]","[4832, 4814]",1,0.5
0.5,P19-1033,Academic paper,How many users from the dataset were not included in the training set?,"[4832, 10190, 15699, 4151, 10205, 5530, 15810, 5116, 5461, 10206]","[4832, 4814]",1,0.5
0.5,P19-1033,Academic paper,How do the two methods introduced in Figure 3 differ in integrating the long-term and short-term user representations?,"[4818, 4872, 4786, 4819, 4845, 4841, 4843, 4779, 4789, 4844]",[4806],Not Found,0.0
0.5,P19-1033,Academic paper,What is the optimal mask probability p value for both LSTUR-ini and LSTUR-con according to Figure 8?,"[4864, 4855, 4865, 4863, 4868, 4806, 4854, 4841, 4847, 4845]","[4865, 4854]",3,1.0
0.5,P19-1033,Academic paper,What are the two sub-modules within the news encoder according to Figure 2?,"[4794, 18398, 18399, 4809, 1789, 16807, 4751, 18428, 10648, 12039]",[4799],Not Found,0.0
0.5,P18-1125,Academic paper,What is the underlying principle behind deriving prompt-vectors for phrasings in the framework?,"[4590, 4589, 4592, 4591, 10391, 1862, 11162, 11056, 1848, 1849]","[4578, 4588]",Not Found,0.0
0.5,P18-1125,Academic paper,How many authors are on the paper?,"[5282, 5284, 5283, 20095, 5370, 21990, 4874, 5706, 20072, 20070]","[4541, 4542]",Not Found,0.0
0.5,P18-1125,Academic paper,How many institutions are listed on the paper?,"[12180, 10789, 3076, 21953, 5719, 2305, 3073, 2303, 5481, 14390]","[4541, 4542]",Not Found,0.0
0.5,P19-1355,Academic paper,How many more hours does it take to train ELMo compared to BERT_base on GPU according to Table 3?,"[5265, 5271, 5695, 5428, 5308, 5472, 5274, 5468, 5266, 5390]",[5271],2,1.0
0.5,P19-1355,Academic paper,What is the range of cloud compute costs for training the GPT-2 model according to Table 3?,"[5271, 10414, 5799, 10416, 11094, 5280, 5267, 5528, 10391, 5500]",[5271],1,1.0
0.5,P19-1355,Academic paper,What is the CO2 equivalent emission for training a Transformer (big) NLP model on a GPU?,"[5263, 5245, 11051, 5500, 5499, 5516, 5505, 5506, 5517, 5514]",[5271],Not Found,0.0
0.5,Q18-1021,Academic paper,What is the average number of unique document paths per sample in the MedHop dataset?,"[10205, 10224, 10207, 10225, 10201, 10249, 10217, 10206, 10257, 10208]","[10195, 10205]",1,0.5
0.5,Q18-1021,Academic paper,What was the accuracy of the Document-cue model on WIKIHOP before filtering?,"[10257, 4172, 10280, 10161, 10247, 10265, 10260, 10185, 10255, 10246]",[10244],Not Found,0.0
0.5,Q18-1021,Academic paper,How many training samples does WIKIHOP have?,"[10257, 10265, 10205, 10161, 10255, 10185, 10247, 10260, 5314, 10231]",[10208],Not Found,0.0
0.5,Q18-1021,Academic paper,On which page does the paper present the dataset sizes?,"[15683, 4498, 4436, 4444, 4336, 4786, 4636, 4641, 10373, 4872]",[10207],Not Found,0.0
0.5,P18-1041,Academic paper,"How do SWEMs generally account for spatial, word-order information within a text sequence?","[4335, 4407, 4394, 4338, 4380, 4428, 4401, 4400, 4404, 4402]",[4335],1,1.0
0.5,P18-1041,Academic paper,Which variant of SWEM performs the best on text sequence matching tasks?,"[4331, 4388, 4336, 4389, 4392, 4390, 4368, 4431, 4409, 4391]",[4388],2,1.0
0.5,P18-1041,Academic paper,How much faster is the SWEM model compared to the LSTM model in terms of training speed?,"[4397, 4375, 4401, 4359, 4371, 4394, 4360, 4376, 4409, 4396]",[4378],Not Found,0.0
0.5,P18-1041,Academic paper,What model achieved the highest accuracy on the Yelp Polarity sentiment analysis task according to Table 2?,"[4371, 4375, 4399, 4400, 4428, 4398, 4406, 4407, 4380, 4338]",[4371],1,1.0
0.5,P18-1041,Academic paper,How much does the test accuracy decrease when using a shuffled training set as opposed to the original training set on the Yelp polarity dataset?,"[4832, 5552, 4399, 10258, 5563, 4511, 4394, 5615, 10190, 5532]",[4395],Not Found,0.0
0.5,P18-1041,Academic paper,Which model achieved the highest accuracy on the SST-2 dataset?,"[10163, 5363, 4403, 4390, 5418, 4170, 5692, 10349, 5468, 10249]","[4403, 4390]",3,1.0
0.5,P18-1041,Academic paper,How many subfigures are there in Figure 2?,"[4145, 18384, 19075, 688, 21360, 4151, 15938, 686, 20070, 5603]","[4416, 4417]",Not Found,0.0
0.5,P18-2092,Academic paper,What method achieved the highest Macro-F1 score on dataset D1?,"[15794, 4998, 10369, 11113, 10368, 4845, 15793, 4844, 10414, 10413]",[4681],Not Found,0.0
0.5,P18-2092,Academic paper,What is the total number of positive samples in the Restaurant14 dataset (combining Train and Test)?,"[4665, 5092, 5107, 5119, 5114, 5129, 5128, 5116, 5096, 5043]",[4665],1,1.0
0.5,P18-2092,Academic paper,On which page does the paper present the  studies?,"[4899, 5737, 4717, 4888, 4910, 15832, 10300, 11059, 10373, 15745]","[4684, 4685]",Not Found,0.0
0.5,P18-2092,Academic paper,What is the title of the paper with highest citations on Google Scholar for the last author?,"[15884, 5022, 5477, 4431, 4773, 5021, 5820, 5373, 5581, 5236]","[4633, 4703]",Not Found,0.0
0.5,P18-1046,Academic paper,What does the trend of accuracy indicate about the generator's capability as the adversarial training progresses?,"[4490, 4507, 4508, 4473, 4498, 5351, 5632, 5469, 5683, 5637]","[4508, 4500]",3,0.5
0.5,P18-1046,Academic paper,Which model showed the largest improvement in AUC value after the addition of DSGAN?,"[4865, 4390, 4170, 4172, 10342, 10249, 4682, 4833, 4371, 4844]","[4520, 4512]",Not Found,0.0
0.5,P18-1046,Academic paper,At which epoch does the accuracy of the discriminator for the relation type /people/person/place_lived show a critical point of decline?,"[4506, 4512, 4505, 4508, 5127, 5131, 4102, 5129, 5359, 5616]",[4506],1,1.0
0.5,P18-1046,Academic paper,What is the last reference mentioned in the paper?,"[6736, 10126, 1941, 5371, 5234, 15750, 4701, 15825, 10277, 5819]",[4539],Not Found,0.0
0.5,P19-1561,Academic paper,Which defense mechanism resulted in the highest recovery of the original accuracy in the BERT model under the 'all' attack setting?,"[5704, 5622, 5695, 5684, 5693, 5687, 5632, 5660, 5691, 5637]",[5692],Not Found,0.0
0.5,P19-1561,Academic paper,What is the Word Error Rate (WER) of the ATD spell-corrector model for the 'Key' attack?,"[5671, 5675, 5676, 5673, 5688, 5674, 5672, 5677, 5670, 5699]","[5675, 5660]",2,0.5
0.5,P18-1013,Academic paper,What is the confidence interval for the ROUGE scores reported in Table 2?,"[4290, 11877, 4293, 4217, 4291, 4297, 4228, 4292, 4222, 4225]",[4293],3,1.0
0.5,P18-1013,Academic paper,How many times does the paper mention GAN?,"[7911, 15354, 5805, 5566, 17537, 4538, 4641, 5628, 11934, 6159]","[4312, 4290, 4292, 4301]",Not Found,0.0
0.5,P19-1078,Academic paper,What type of copying mechanism does the TRADE model employ?,"[5121, 5055, 5050, 5048, 5049, 5051, 5124, 5107, 5034, 5139]",[5058],Not Found,0.0
0.5,P19-1078,Academic paper,Explain the function of the slot gate in the proposed TRADE model.,"[5055, 5124, 5049, 5034, 5121, 5044, 5050, 5081, 5112, 5045]",[5049],3,1.0
0.5,P19-1078,Academic paper,Which domain has the highest number of dialogues in the test set?,"[11147, 5093, 5128, 5092, 4665, 4294, 5428, 10248, 10249, 15741]",[5092],4,1.0
0.5,P19-1078,Academic paper,"Which fine-tuning strategy resulted in the highest Joint goal accuracy for the ""Hotel"" domain after domain expansion?","[5123, 5114, 5120, 5112, 5125, 5119, 5034, 5108, 5102, 5139]",[5114],2,1.0
0.5,P19-1078,Academic paper,"By how much did the Joint goal accuracy in the ""Train"" domain improve when using the GEM fine-tuning strategy compared to training from scratch?","[5124, 5114, 5120, 5771, 5121, 5119, 5115, 5243, 4151, 5122]",[5114],2,1.0
0.5,P19-1078,Academic paper,Which domain showed the highest joint goal accuracy in the zero-shot experiments?,"[5120, 5034, 5139, 5119, 5102, 5112, 5123, 5125, 5107, 5114]","[5110, 5119]",4,0.5
0.5,P19-1078,Academic paper,What are the three major components of the proposed TRADE model as shown in Figure 2?,"[5055, 5121, 5048, 5124, 5049, 5050, 5051, 5107, 5034, 5265]",[5054],Not Found,0.0
0.5,P19-1470,Academic paper,Which model achieved the highest average human score for the oEffect relation?,"[5363, 10163, 5534, 5468, 5428, 4403, 5796, 5418, 5114, 5243]",[5534],3,1.0
0.5,P19-1470,Academic paper,What is the PPL score when using 50% of the training data according to Table 4?,"[5556, 15787, 5007, 5542, 5000, 5796, 5002, 5560, 5211, 10205]",[5542],4,1.0
0.5,P19-1470,Academic paper,What decoding method resulted in the highest average quality percentage for generating knowledge tuples according to Table 3?,"[5541, 5545, 5538, 4241, 5560, 5542, 4767, 4766, 5815, 15794]","[5541, 5533]",1,0.5
0.5,P19-1470,Academic paper,On which page does the paper detail the hyperparameter setting?,"[5270, 4139, 10343, 4749, 4501, 5528, 4676, 5793, 5585, 5277]",[5528],6,1.0
0.5,P18-4013,Academic paper,What tools or techniques were used to handle the character sequence in the NER system to achieve better performance?,"[4763, 4128, 4746, 4759, 4172, 4722, 4180, 4765, 4452, 4160]",[4763],1,1.0
0.5,P18-4013,Academic paper,"According to Figure 4, does the training speed of NCRF++ continue to increase after a batch size of 100?","[4769, 4725, 4771, 4722, 4742, 4733, 4740, 4721, 4709, 4738]","[4755, 4766]",Not Found,0.0
0.5,P18-4013,Academic paper,What feature combination yielded the highest F score according to Table 2?,"[5351, 18473, 18472, 18470, 4610, 4611, 18347, 10235, 4338, 10328]",[4755],Not Found,0.0
0.5,P18-4013,Academic paper,Which model has the highest F1-value for Named Entity Recognition (NER) according to Table 1?,"[4170, 4746, 4773, 4203, 4774, 4711, 5809, 5264, 11951, 11866]",[4746],2,1.0
0.5,P18-4013,Academic paper,How are word representations formed in NCRF++ as per the diagram?,"[4733, 4718, 4725, 4738, 4734, 4719, 4706, 4721, 4771, 4769]",[4725],3,1.0
0.5,P18-4013,Academic paper,How many references are mentioned in the paper?,"[5578, 15825, 11910, 4701, 16025, 10375, 5707, 5819, 4875, 4318]","[4772, 4773, 4774]",Not Found,0.0
0.5,P19-1041,Academic paper,Which model's style space shows a clearer separation between different styles according to Figure 2?,"[4920, 4938, 4982, 4887, 4985, 4926, 4981, 4918, 4984, 4950]",[4982],3,1.0
0.5,P19-1041,Academic paper,On which page does the paper detail the hyperparameter settings?,"[4139, 4501, 5270, 10343, 5528, 4676, 4749, 5793, 5585, 4761]",[4977],Not Found,0.0
0.5,W19-5302,Academic paper,Is the Pearson correlation for ESIM higher than 0.95 for the de-cs language pair?,"[16062, 15964, 15958, 15960, 15905, 15996, 15935, 15971, 15936, 15963]",[15935],7,1.0
0.5,W19-5302,Academic paper,Which metric showed a statistically significant increase in correlation with human assessment over all other metrics for the German to French language pair according to Williams test?,"[15938, 15960, 15971, 15970, 15942, 15964, 15958, 16000, 15963, 15937]",[15938],1,1.0
0.5,W19-5302,Academic paper,Is the Meteor++_2.0 (syntax+copy) score for the enkk-en language pair higher than the score for enfi-en?,"[15992, 15961, 15987, 15970, 15938, 15971, 15872, 15988, 15964, 15936]",[15962],Not Found,0.0
0.5,W19-5302,Academic paper,Which metric achieved the highest correlation score for the enlt-en language pair among those listed?,"[15936, 15942, 16001, 15938, 15937, 15935, 15962, 15961, 15965, 16007]",[15962],7,1.0
0.5,W19-5302,Academic paper,What is the language pair with the highest number of DA pairs?,"[15872, 16008, 15942, 15961, 15998, 15935, 15965, 15936, 15992, 15959]","[15874, 15861]",Not Found,0.0
0.5,P18-1009,Academic paper,Does the presented data collection process prioritize precision or comprehensiveness?,"[8872, 6574, 8204, 8205, 6575, 8873, 4114, 6578, 6576, 8874]",[4114],7,1.0
0.5,P18-1009,Academic paper,Which source of supervision has the highest precision according to Table 2?,"[4129, 14071, 14272, 4146, 4160, 12664, 14080, 4152, 10199, 4440]",[4125],Not Found,0.0
0.5,P18-1009,Academic paper,What is the MRR score of AttentiveNER on the Test set?,"[4150, 4176, 4169, 4170, 4156, 4139, 4151, 4172, 4158, 4203]",[4150],1,1.0
0.5,OTC_NSRGY_2020,Financial report,What organic growth percentage did Zone EMENA achieve in 2020?,"[584, 583, 582, 531, 504, 561, 21, 513, 530, 529]",[582],3,1.0
0.5,OTC_NSRGY_2020,Financial report,Did Zone EMENA experience an increase in its underlying trading operating profit margin in 2020?,"[584, 504, 531, 561, 583, 582, 529, 21, 530, 513]",[579],Not Found,0.0
0.5,OTC_NSRGY_2020,Financial report,How much larger were the company's sales in the United States compared to Canada in 2020 in CHF millions?,"[577, 520, 600, 21340, 631, 5259, 5974, 5254, 21332, 110]",[520],2,1.0
0.5,OTC_NSRGY_2020,Financial report,Which market had the highest percentage decrease in sales in CHF during 2020 compared to 2019?,"[21639, 20043, 567, 520, 21638, 20247, 1668, 17887, 20793, 20795]",[520],4,1.0
0.5,OTC_TCS_2020,Financial report,Did the total funds invested in FY 2020 include amounts pertaining to trusts and the TCS Foundation?,"[1722, 1718, 861, 4026, 4025, 4028, 863, 1720, 860, 862]",[1722],1,1.0
0.5,OTC_TCS_2020,Financial report,"What was the amount invested in mutual funds, Government securities, and others in FY 2019?","[1722, 2581, 3494, 3492, 2510, 3409, 2105, 2106, 3493, 3491]",[1722],1,1.0
0.5,OTC_TCS_2020,Financial report,Did TCS reduce its specific carbon footprint from business air travel in FY 2020 compared to FY 2019?,"[1957, 1945, 1316, 1951, 1666, 831, 1580, 1668, 1684, 1965]",[1957],1,1.0
0.5,OTC_TCS_2020,Financial report,"In which month of FY 2020 did the BSE experience the lowest daily closing price, and what was that price?","[2086, 2087, 2088, 16409, 713, 2079, 2081, 2070, 1169, 1103]",[2087],2,1.0
0.5,USCOURTS-laed-2_16-md-02740-84,Government,Has any party filed a motion to substitute after the filing of Suggestions of Death in the Sanofi case?,"[14355, 14370, 14372, 14373, 14368, 14367, 14388, 14364, 14353, 14366]",[14353],9,1.0
0.5,USCOURTS-laed-2_24-cv-00393-0,Government,"Who is the presiding Chief Judge at the United States District Court scheduled to conduct the hearing on March 8, 2024?","[14528, 16104, 14526, 16109, 16158, 14506, 16129, 16131, 16121, 16119]",[14528],1,1.0
0.5,USCOURTS-laed-2_24-cv-00393-0,Government,Did the court grant the Plaintiff's emergency motion for a temporary restraining order?,"[14519, 14475, 14501, 14486, 14526, 14493, 14506, 14497, 14525, 14528]",[14475],2,1.0
0.5,Reference-EDS-Accessible,Government,What is the purpose of applying data and analytics as per the Department's goals?,"[10491, 19544, 21527, 10575, 17711, 10493, 10532, 19489, 19590, 17667]",[10491],1,1.0
0.5,Reference-EDS-Accessible,Government,On which page mentions the guiding principles?,"[10576, 10578, 1343, 10582, 10444, 10584, 10577, 10583, 10579, 10580]",[10576],1,1.0
0.5,USCOURTS-nmd-1_24-cr-00032-8,Government,What will happen if the government fails to establish the relevance of Exhibits 6F and 11C?,"[1704, 1356, 1703, 7525, 7523, 7529, 17807, 7526, 7528, 614]",[14546],Not Found,0.0
0.5,USCOURTS-nmd-1_24-cr-00032-8,Government,Did the Court allow the government to use proposed exhibits during the opening statement?,"[14546, 14547, 14537, 14545, 14543, 14548, 14515, 13055, 14093, 14528]",[14546],1,1.0
0.5,USCOURTS-nmd-1_24-cr-00032-8,Government,Was the United States' Motion to use Photographs in Opening Statement granted?,"[14537, 14548, 14546, 14541, 14543, 14545, 20905, 14547, 13479, 14361]",[14537],1,1.0
0.5,USCOURTS-laed-2_23-cv-02060-0,Government,Are surplus lines insurers subject to approval by the Department of Insurance according to Louisiana law?,"[14428, 14462, 14455, 14421, 14416, 14409, 14461, 14448, 14415, 849]","[14424, 14428]",1,0.5
0.5,USCOURTS-laed-2_23-cv-06661-0,Government,What are the grounds for the removal of Chicken Mart's case to the United States District Court?,"[14526, 16104, 16109, 14528, 14471, 14464, 14489, 14529, 16129, 14485]",[14446],Not Found,0.0
0.5,USCOURTS-laed-2_23-cv-06661-0,Government,On which page does the document present the signature of US District Judge?,"[16104, 8249, 14386, 11361, 9897, 9898, 8247, 14348, 14347, 14472]",[14470],Not Found,0.0
0.5,USCOURTS-laed-2_23-cv-06661-0,Government,What is the main content of Section III?,"[14426, 4449, 4448, 1835, 1828, 1827, 1829, 1831, 1834, 1833]","[14456, 14457, 14458, 14454]",Not Found,0.0
0.5,Tab-2-INCSR-Vol-2-508,Government,How many persons were convicted for money laundering offenses in Cyprus in 2018?,"[13164, 14277, 13550, 14155, 14072, 12623, 12711, 14172, 13520, 13223]",[13164],1,1.0
0.5,Tab-2-INCSR-Vol-2-508,Government,"What does the abbreviation ""DHS/HSI"" refer to?","[12444, 12445, 12530, 10817, 12208, 17549, 12446, 21866, 10816, 12207]",[12444],1,1.0
0.5,Tab-2-INCSR-Vol-2-508,Government,What are some common sources of laundered funds in Trinidad and Tobago?,"[13342, 13689, 13537, 13407, 13649, 13211, 14158, 13426, 14218, 13061]",[14158],7,1.0
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What does the map in the report shows?,"[7185, 16456, 6380, 20943, 7552, 20948, 20941, 7764, 20947, 20942]",[1042],Not Found,0.0
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What year is the report for?,"[16456, 5960, 20938, 20909, 6887, 8319, 532, 588, 6450, 8692]",[925],Not Found,0.0
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What are the uses of Indian remote sensing satellite constellation?,"[1028, 948, 1029, 1010, 1008, 983, 1027, 968, 1042, 1002]","[939, 948]",2,0.5
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,What is NARL stand for in this document?,"[1047, 1048, 1043, 1049, 1046, 972, 1045, 26354, 26342, 561]",[1046],5,1.0
0.5,fdac8d1e9ef56519371df7e6532df27d,Research report / Introduction,"Of the four missions of Indian Space Program's space mission from 2012 to 2017, which mission includes the launch of least number of satellites?","[922, 945, 946, 1018, 968, 927, 976, 1039, 942, 943]","[921, 922]",1,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"Regarding the global iOS breakdown, what percentage of the pie chart was iOS 9?","[19545, 19546, 19544, 19543, 19542, 19553, 8815, 19539, 19574, 19580]","[19545, 19546]",1,1.0
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"Between Java and WP, how large is the difference in percentage of their global developers mindshare?","[19553, 19551, 19542, 19552, 8815, 8859, 10512, 8858, 9272, 25177]","[19553, 19549]",1,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"In 2014, which one has more mobile apps globally, Apple App store or Google Play store? How many Apps does it have in million?","[19556, 19555, 19672, 8858, 23777, 23725, 23673, 26523, 19544, 23681]","[19553, 19556]",1,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"Which APP on APPOTA platform is top 10 Vietnam Android App, but not top 10 Vietnam iOS App?","[19672, 23634, 19665, 8844, 8858, 19666, 19662, 19574, 19553, 19667]","[19666, 19663]",6,0.5
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"As of Q3 2015, are there more active Instagram users in Vietnam, or are there more fans for Appota's fan page? Directly answer 'Instagram' or 'Appota'.","[19688, 19526, 19704, 19700, 8858, 19531, 19667, 3658, 19623, 19664]","[19651, 19687, 19657, 19658, 19689, 19690]",Not Found,0.0
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,"As of Q3 2015, is vietnam's adoption rate of iOS 9 higher or lower than a global average rate? What is the difference in percentage?","[19544, 19582, 534, 19593, 4644, 4643, 4646, 3139, 17508, 3142]","[19545, 19580]",Not Found,0.0
0.5,reportq32015-151009093138-lva1-app6891_95,Research report / Introduction,Which news appear in both Vietnam mobile news and APPOTA news?,"[19534, 19672, 19563, 19566, 19565, 19564, 19673, 19668, 19669, 19676]","[19569, 19674]",Not Found,0.0
0.5,honor_watch_gs_pro,Guidebook,What is the time on the gallery screenshot when demostrating how to set galley watch faces?,"[26571, 2853, 26572, 11108, 11110, 11075, 26573, 26574, 26576, 9048]","[2857, 2858, 2859]",Not Found,0.0
0.5,honor_watch_gs_pro,Guidebook,What is the color on the watch that shows the aerobic zone?,"[26604, 26688, 2498, 26501, 2500, 2503, 2484, 2504, 2530, 2468]",[2660],Not Found,0.0
0.5,honor_watch_gs_pro,Guidebook,What are the colors of the icons that the users touch to move the app up and remove the app respectively?,"[2578, 18087, 24332, 24333, 2832, 2572, 18250, 9231, 18290, 26765]","[2578, 2564]",1,0.5
0.5,honor_watch_gs_pro,Guidebook,How many distinct button functions are there during a workout?,"[2535, 2534, 2533, 9021, 19199, 9020, 18118, 24118, 8980, 18116]","[2530, 2534, 2535]",1,0.67
0.5,honor_watch_gs_pro,Guidebook,"If ""--"" is displayed as the resting heart rate reading, what kind of environment should the user stay in?","[2677, 2675, 2673, 2678, 2674, 2676, 2687, 2688, 2680, 2662]","[2673, 2674]",3,1.0
0.5,nova_y70,Guidebook,How many distinct notification and status icons are displayed in the guidebook?,"[18158, 18156, 18155, 23100, 9089, 18159, 18157, 9088, 9086, 9087]","[18158, 18159]",1,1.0
0.5,nova_y70,Guidebook,"Under the pro mode to shoot, what is the function of the icon on right hand side of the icon that select a focus mode?","[18532, 22867, 26756, 19428, 1288, 9058, 18417, 9109, 18624, 24811]",[18471],Not Found,0.0
0.5,nova_y70,Guidebook,"In the demostration of how to use a Knuckle to Take a Scrolling Screenshot, what buildings appear in the first picture?","[18236, 18234, 18233, 18235, 18239, 18237, 18231, 18210, 18096, 18238]",[18234],2,1.0
0.5,nova_y70,Guidebook,What devices other than phone are introduced for setting device+?,"[18183, 2829, 18390, 18311, 18704, 26763, 26564, 2856, 26666, 2589]","[18182, 18183, 18184, 18185, 18169]",1,0.2
0.5,watch_d,Guidebook,How many incorrect postures of measuring blood pressure are demostrated if this guidebook?,"[26646, 26648, 26647, 26642, 26649, 26643, 26650, 26645, 26644, 26641]",[26642],4,1.0
0.5,watch_d,Guidebook,"At a position on your wrist that is about the width of two fingers away from the bottom of your palm, put the end of the ruler that comes with the watch through the buckle on the head. How many cm is this two fingers' distance according to the fogure?","[26538, 26560, 26540, 9110, 9259, 24410, 24417, 24436, 24408, 18367]","[26539, 26525, 26541]",Not Found,0.0
0.5,watch_d,Guidebook,How many steps are needed to customize the function of the Down Button?,"[9871, 11700, 23844, 11699, 724, 2475, 8894, 5281, 9869, 9721]","[26589, 26590, 26591]",Not Found,0.0
0.5,watch_d,Guidebook,What will happen when you press and hold the down button?,"[2574, 26643, 2526, 26590, 2534, 26592, 2532, 26637, 2572, 2608]",[26503],Not Found,0.0
0.5,fd76bbefe469561966e5387aa709c482,Academic paper,What is the title of the of the Figure 2?,"[18973, 18866, 14312, 24681, 24679, 26152, 18940, 18941, 18867, 14165]","[851, 852]",Not Found,0.0
0.5,fd76bbefe469561966e5387aa709c482,Academic paper,"Among figure 1-4, how many figures show more than one breccia gash?","[4739, 3907, 850, 1380, 1381, 23899, 19375, 18235, 26642, 19199]","[850, 851, 853, 854]",3,0.25
0.5,fd76bbefe469561966e5387aa709c482,Academic paper,"When was the last serious shock recorded in the table? The answer needs to be accurate to the year, month, day, hour, and minute. For example: 1883 Dec.7, 2 8 p.m.","[864, 901, 865, 896, 15901, 878, 14864, 15550, 872, 862]",[864],1,1.0
0.5,finalpresentationdeck-whatwhyhowofcertificationsocial-160324220748_95,Brochure,"Regarding the table for 3rd sampled question for the exam,  how many more times did Recruiter A view profiles than Recruiter B?","[1267, 1233, 1335, 1316, 1268, 1310, 1315, 1301, 1311, 1234]",[1267],1,1.0
